Year,Mo,Dy,Hr,Name,Latitude,Longitude,magnitude,deaths,location
1913,8,,,CHINA: SICHUAN PROVINCE,28.4,102.3,6,,CHINA
1913,10,2,4,PANAMA: AZUERO PENINSULA,7.1,-80.6,6.7,,PANAMA
1913,10,11,4,PAPUA NEW GUINEA,-7,148,7,,PAPUA NEW GUINEA
1913,10,14,8,VANUATU ISLANDS,-19.5,169,8.1,,VANUATU ISLANDS
1913,11,4,21,"PERU: AMYARAES, ABANCAY, CASAYA, SORAYA",-14.2,-72.9,6.3,150,PERU
1913,11,10,21,VANUATU ISLANDS,-18,169,7.5,,VANUATU ISLANDS
1913,12,21,15,CHINA: YUNNAN PROVINCE,24.15,102.45,7,942,CHINA
1914,1,12,,JAPAN: SAKURIJIMA,31.58,130.67,7.1,29,JAPAN
1914,1,12,,PERU: CALLAO,-12,-76.6,,,PERU
1914,1,15,4,ITALY: LIGURIAN COAST,43.5,10.2,,,ITALY
1914,1,30,3,CHILE: OFF CENTRAL COAST,-35,-73,7.6,,CHILE
1914,2,26,4,PERU: AREQUIPA,-17,-72,7.2,,PERU
1914,3,15,20,JAPAN: SENHOKU,39.2,139.8,7.2,94,JAPAN
1914,3,30,0,MEXICO: CHIAPAS,16.8,-92.2,7.5,,MEXICO
1914,5,8,18,"ITALY: CATANIA, ETNA",37.7,15.2,4.9,120,ITALY
1914,5,26,14,INDONESIA: NEW GUINEA: IRIAN JAYA: JAPEN,-1.829,136.943,8.1,,INDONESIA
1914,5,28,11,TURKEY: GEMEREK,39.2,36,5.6,,TURKEY
1914,5,31,,ECUADOR: MONTE PULLERINA,-0.2,-78.2,5.8,,ECUADOR
1914,6,25,19,INDONESIA: SUMATERA,-3.924,101.82,7.6,20,INDONESIA
1914,8,4,22,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG),43.5,91.5,7.5,1,CHINA
1914,9,11,11,"PERU: CARAVELI,NAZCA,ICA,ATICO",-15.5,-73.2,,,PERU
1914,10,3,22,"TURKEY: BURDUR, KILINC, KECIBORLU, ISPARTA",37.82,30.27,7,4000,TURKEY
1914,10,6,19,NEW ZEALAND: NORTH ISLAND,-37.8,178.2,,1,NEW ZEALAND
1914,10,17,6,GREECE: THEBES,38.25,23.25,6,,GREECE
1914,10,23,6,"MICRONESIA, FED. STATES OF: CAROLINE ISLANDS",6,132.5,7.6,,"MICRONESIA, FED. STATES OF"
1914,11,24,11,JAPAN: VOLCANO ISLANDS,22,143,8.1,,JAPAN
1914,11,27,14,GREECE: LEUKAS ISLAND,38.8,20.6,6.3,14,GREECE
1914,12,2,23,"PERU: PARARCA,PAYSA,COLTA,OYALA",-15.2,-73.2,,34,PERU
1915,1,13,6,"ITALY: MARSICA, AVEZZANO, ABRUZZI",42,13.5,7.5,29978,ITALY
1915,2,28,18,JAPAN: SW RYUKYU ISLANDS,23.6,123.5,7.7,,JAPAN
1915,5,1,5,RUSSIA: KURIL ISLANDS,47,155,8.1,,RUSSIA
1915,5,16,13,"PHILIPPINES: SABTAN,BATAN",11.3,122.3,,,PHILIPPINES
1915,5,23,,INDONESIA: KAIMANA,-3.644,133.695,,,INDONESIA
1915,6,6,21,PERU: S,-18.5,-68.5,7.6,,PERU
1915,6,23,4,CALIFORNIA: EL CENTRO,32.8,-115.5,6.2,6,CALIFORNIA
1915,7,31,1,RUSSIA: OFF KAMCHATKA,53.5,163.3,7.3,,RUSSIA
1915,8,7,15,"GREECE: KEFALLONIA ISLAND, ITHACA ISLAND",38.5,20.7,6.7,,GREECE
1915,9,7,1,EL SALVADOR,14,-89,7.9,,EL SALVADOR
1915,10,3,6,NEVADA: PLEASANT VALLEY,40.5,-117.5,7.6,,NEVADA
1915,11,1,7,JAPAN: NEAR E COAST HONSHU,38.3,142.9,7.8,,JAPAN
1915,11,6,,INDONESIA: NW. IRIAN JAYA,-1,136,6,,INDONESIA
1915,11,18,20,PHILIPPINES: W. LUZON ISLAND,18,119.5,6.4,,PHILIPPINES
1915,12,3,2,CHINA: TIBET (XIZANG PROVINCE),29.5,91.5,7,170,CHINA
1915,12,29,,"EL SALVADOR: AHUACHAPAN,ATACO,APANECA",14.56,-88.76,6.6,,EL SALVADOR
1916,1,1,13,PAPUA NEW GUINEA: SOLOMON ISLANDS,-4.739,152.548,7.9,,PAPUA NEW GUINEA
1916,1,4,3,"PHILIPPINES: PANAY: PANAY,MAASIN",11.1,122.3,,,PHILIPPINES
1916,1,13,6,INDONESIA: NEW GUINEA: IRIAN JAYA,-3,136,8.1,,INDONESIA
1916,1,13,8,INDONESIA: NEW GUINEA: IRIAN JAYA,-3,135.5,8.1,,INDONESIA
1916,1,24,6,TURKEY,41,37,7.8,,TURKEY
1916,1,31,,COSTA RICA-PANAMA,,,,,COSTA RICA-PANAMA
1916,2,1,7,JAPAN: DUDA,29.5,131.5,8,,JAPAN
1916,2,6,21,ALASKA: ALEUTIAN ISLANDS,48.5,178.5,7.7,,ALASKA
1916,2,27,20,NICARAGUA: OFF COAST,11,-86,7.5,,NICARAGUA
1916,4,18,4,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,53.3,-170,7.5,,ALASKA
1916,4,21,11,JAPAN: OFF EAST COAST HONSHU,33,141,7.8,,JAPAN
1916,4,24,4,DOMINICAN REPUBLIC: SANTO DOMINIGO,18.5,-68,7.2,,DOMINICAN REPUBLIC
1916,4,26,2,"PANAMA: ALMIRANTE, BOCAS DEL TORO",9.6,-82,7,,PANAMA
1916,6,21,21,ARGENTINA,-28.5,-63,7.5,,ARGENTINA
1916,7,3,23,ITALY: STROMBOLI ISLAND,38.817,15.233,5.1,,ITALY
1916,8,3,1,PAPUA NEW GUINEA: N COAST,-4,144.5,7.5,,PAPUA NEW GUINEA
1916,8,25,9,BOLIVIA-NORTHERN CHILE,-21,-68,7.5,,BOLIVIA-NORTHERN CHILE
1916,8,28,6,NEPAL: TIBET (XIZANG PROVINCE),30,81,7.7,,NEPAL
1916,8,28,7,TAIWAN,23.7,120.9,6.5,180,TAIWAN
1916,9,11,6,INDONESIA: JAVA,-9,113,7.3,,INDONESIA
1916,10,28,8,BALKANS NW: SLOVENIA: GORNJI GRAD,46.3,14.6,4.9,,BALKANS NW
1916,10,31,15,RUSSIA: KURIL ISLANDS,46.5,160,7.7,,RUSSIA
1916,11,12,0,VENEZUELA: OCUMARE DE LA COSTA DE ORO,10.46,-67.77,,,VENEZUELA
1916,11,14,22,TAIWAN,24,121,6,1,TAIWAN
1917,1,4,16,TAIWAN: PULI,23.9,120.9,6.3,54,TAIWAN
1917,1,20,23,INDONESIA: BALI,-7,116,6.6,1500,INDONESIA
1917,1,24,0,CHINA: ANHUI PROVINCE:,31.3,116.2,6.3,,CHINA
1917,1,25,,CHINA: FUJIAN PROVINCE: OFF COAST,24.47,118.08,6.5,,CHINA
1917,1,29,8,BALKANS NW: SLOVENIA: BREZICE,45.9,15.6,5.6,,BALKANS NW
1917,1,30,2,RUSSIA: KAMCHATKA,56.5,163,7.8,,RUSSIA
1917,1,31,3,"PHILIPPINES: S MINDANAO: GLAN,GLAN PADIDU,TUYAN",6,125,6.4,7,PHILIPPINES
1917,4,26,9,ITALY: CITERNA,43.5,12.1,5.5,,ITALY
1917,5,1,18,KERMADEC ISLANDS,-29.2,-177,8,,KERMADEC ISLANDS
1917,5,6,12,TAIWAN,23.2,121.6,5.8,,TAIWAN
1917,5,31,8,ALASKA: ALASKA PENINSULA,54.79,-169.12,7.9,,ALASKA
1917,6,6,20,ITALY: CENTRAL,42.5,12.7,,,ITALY
1917,6,8,0,EL SALVADOR: SAN SALVADOR,13.82,-89.31,6.7,,EL SALVADOR
1917,6,26,5,SAMOA ISLANDS,-15.5,-173,8.3,,SAMOA ISLANDS
1917,7,4,0,TAIWAN: NE OF TAIWAN,25,123,7.7,,TAIWAN
1917,7,29,21,PAPUA NEW GUINEA,-3.705,141.729,7.5,,PAPUA NEW GUINEA
1917,7,30,23,CHINA: YUNNAN PROVINCE,28,104,6.8,1800,CHINA
1917,7,31,3,CHINA: JILIN PROVINCE,42.5,131,7.5,,CHINA
1917,8,30,4,INDONESIA: BANDA SEA,-7.5,128,7.8,,INDONESIA
1917,8,31,11,"COLOMBIA: BOGOTA, UBAQUE, SOACHA, CAQUEZA",4,-74,7.3,6,COLOMBIA
1917,9,17,1,ITALY: S,41.7,13.6,,,ITALY
1917,11,5,23,ITALY: CENTRAL,43.6,13.7,,,ITALY
1917,11,16,3,KERMADEC ISLANDS: S OF,-29,-177.5,7.5,,KERMADEC ISLANDS
1917,12,26,4,GUATEMALA: GUATEMALA CITY,14.6,-90.6,6,2650,GUATEMALA
1917,12,29,22,MEXICO: NEAR OAXACA COAST,15,-97,7.7,,MEXICO
1918,1,4,4,GUATEMALA: GUATEMALA CITY,14,-90,,,GUATEMALA
1918,1,30,21,RUSSIA: E COAST OF,45.4,136.5,7.7,,RUSSIA
1918,2,7,5,PHILIPPINES: MINDANAO,6.5,126.5,7.5,,PHILIPPINES
1918,2,13,6,CHINA: GUANGDONG PROVINCE,23.5,117.2,7.3,2000,CHINA
1918,4,21,22,CALIFORNIA,33.7,-117,6.8,,CALIFORNIA
1918,5,20,17,CHILE: NORTHERN,-28.5,-71.5,7.9,,CHILE
1918,7,3,6,PAPUA NEW GUINEA: N COAST,-3.5,142.5,7.5,,PAPUA NEW GUINEA
1918,7,8,10,BANGLADESH: SRIMANGAL,24.5,91,7.6,,BANGLADESH
1918,8,14,,CHINA: YUNNAN PROVINCE,26.9,103,5.5,,CHINA
1918,8,15,12,PHILIPPINES: MINDANAO: COTABATO,5.5,123,8.3,46,PHILIPPINES
1918,9,7,17,RUSSIA: KURIL ISLANDS,45.5,151.5,8.3,,RUSSIA
1918,9,13,6,"PHILIPPINES: BATANES: IVANA,SABTAN,SAN VICENTE",20.4,121.95,,,PHILIPPINES
1918,10,11,14,PUERTO RICO: MONA PASSAGE,18.5,-67.5,7.3,,PUERTO RICO
1918,10,25,3,PUERTO RICO,18.5,-67.5,,,PUERTO RICO
1918,11,8,4,RUSSIA: KURIL ISLANDS,44.5,151.5,7.8,,RUSSIA
1918,11,12,21,PUERTO RICO,18.2,-68.2,,,PUERTO RICO
1918,11,18,18,INDONESIA: BANDA SEA,-7,129,8.1,,INDONESIA
1918,12,4,11,CHILE: COPIAPO,-26,-71,7.8,,CHILE
1918,,,,IRAN: BAJESTAN,34.5,58.2,,,IRAN
1919,1,1,1,PHILIPPINES: MINDANAO ISLAND,8,126,7.4,,PHILIPPINES
1919,1,1,2,FIJI ISLANDS,-19.5,-176.5,8.3,,FIJI ISLANDS
1919,4,27,0,"PHILIPPINES: NW PANAY, SW TABLAS, CARABAO I",12,122,,,PHILIPPINES
1919,4,28,6,EL SALVADOR: SAN SALVADOR,13.69,-89.19,5.9,,EL SALVADOR
1919,4,30,7,TONGA ISLANDS,-18.352,-172.515,8.1,,TONGA ISLANDS
1919,5,3,0,JAPAN: OFF EAST COAST HONSHU,40.5,145.5,7.6,,JAPAN
1919,5,6,19,PAPUA NEW GUINEA: SOLOMON ISLANDS,-4.806,153.859,8.2,,PAPUA NEW GUINEA
1919,6,29,15,ITALY: N,44,11.5,6.2,,ITALY
1919,6,29,23,NICARAGUA: GULF OF FONSECA,12.33,-88.291,6.6,,NICARAGUA
1919,8,19,,LARA,,,,,LARA
1919,10,3,9,"FIJI ISLANDS: RABI,TUNULOA MISSION,SUVASAVU",-16.5,180,6.9,,FIJI ISLANDS
1919,10,22,6,ITALY: TYRRHENIAN SEA,41.4,12.6,5.6,,ITALY
1919,10,31,7,ITALY: CENTRAL,43.5,12.1,,,ITALY
1919,11,21,,INDONESIA: IRIAN JAYA REGION,-2.55,140.75,,,INDONESIA
1919,11,29,0,ITALY: S,41.6,14.2,,,ITALY
1919,12,22,,"GREECE-ALBANIA: IOANNINA,KONITSA",39.4,20.5,,,GREECE-ALBANIA
1920,1,3,21,"MEXICO: VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA",19.26,-96.97,7.8,648,MEXICO
1920,1,29,,INDONESIA: N. MOLUCCAS ISLANDS,0.87,122.92,,,INDONESIA
1920,2,2,11,PAPUA NEW GUINEA: NEW BRITAIN,-6.5,150,7.7,,PAPUA NEW GUINEA
1920,2,20,11,"GEORGIA: CAUCASUS: GORI, TIFLIS",42,44.1,6.2,,GEORGIA
1920,6,5,4,TAIWAN,23.5,122.7,8,5,TAIWAN
1920,8,20,16,CHILE: OFF COAST CENTRAL,-38,-73.5,7,,CHILE
1920,9,7,5,"ITALY: CARRARA,GARFAGNANA",44.3,10.3,5.8,1400,ITALY
1920,9,20,14,NEW CALEDONIA: LOYALTY ISLANDS,-19.919,168.53,7.8,,NEW CALEDONIA
1920,11,26,8,"ALBANIA: TEPELENE, DRAGOTI, PESHTANI, MARICAJ",40.2,20,6.2,200,ALBANIA
1920,12,16,12,"CHINA: GANSU PROVINCE, SHANXI PROVINCE",36.601,105.317,8.3,200000,CHINA
1920,12,17,18,ARGENTINA: MENDOZA,-32.7,-68.4,6,400,ARGENTINA
1920,12,18,2,"ALBANIA: ELBASAN, PEQIN",40.5,19.5,5.6,,ALBANIA
1921,1,13,17,ITALY: N,44.3,11.9,,,ITALY
1921,2,4,8,GUATEMALA,15,-91,7.5,,GUATEMALA
1921,4,30,11,MEXICO: NEAR COAST OF JALISCO,19.7,-104.3,7.7,,MEXICO
1921,5,14,11,"INDONESIA: SANGKULIRANG,RENDING,KARIORANG,SEKURAN",0.7,117.9,6.2,,INDONESIA
1921,8,4,,"CHINA: LIAONING PROVINCE: XIAOSI, DANDONG",40.13,124.38,,,CHINA
1921,8,14,13,ETHIOPIA: MESEWA (MASSAUA),15.6,39.6,5.9,,ETHIOPIA
1921,9,11,4,INDONESIA: S OF JAVA,-11,111,7.5,,INDONESIA
1921,9,16,0,CENTRAL AFRICAN REPUBLIC: NOLA,3.8,16.3,4.8,,CENTRAL AFRICAN REPUBLIC
1921,9,24,1,ITALY: CENTRAL,43.2,13.2,,,ITALY
1921,10,10,,INDONESIA: NEW GUINEA: IRIAN JAYA: SENTANI,-2.3,138.8,,,INDONESIA
1921,11,7,16,PHILIPPINES: E MINDANAO: MANAY,7,126,,,PHILIPPINES
1921,11,11,18,PHILIPPINES: MINDANAO: E,8,127,7.5,,PHILIPPINES
1921,11,15,20,AFGHANISTAN: HINDU KUSH,36.5,70.5,7.8,,AFGHANISTAN
1921,12,1,14,ITALY: CENTRAL,42.7,12,,,ITALY
1921,12,18,15,PERU,-2.5,-71,7.6,,PERU
1922,1,6,14,PERU,-16.5,-73,7.2,,PERU
1922,1,16,22,"COLOMBIA: CAQUETA, PUTUMAYO",2.5,-71,7.6,,COLOMBIA
1922,1,17,3,PERU,-2.5,-71,7.6,,PERU
1922,1,19,21,PAPUA NEW GUINEA: BISMARCK SEA,-7.111,143.53,6.9,,PAPUA NEW GUINEA
1922,1,27,20,PHILIPPINES: CEBU I: CEBU: MACTAN I,10.2,123.5,,,PHILIPPINES
1922,1,31,13,CALIFORNIA: NORTHERN,41,-125.5,7.6,,CALIFORNIA
1922,2,16,3,NICARAGUA,11.7,-70.85,6.4,,NICARAGUA
1922,2,22,,INDONESIA: BANDA,-3.3,128.9,,,INDONESIA
1922,2,27,20,"PHILIPPINES: CEBU ISLAND, MACTAN ISLAND",10.2,124.1,6.3,5,PHILIPPINES
1922,3,1,9,"PHILIPPINES: SIATON,ZAMBOANGUITA",9,123.25,6,,PHILIPPINES
1922,3,24,12,BALKANS NW: SERBIA,44.4,20.4,6,,BALKANS NW
1922,4,10,,SW. SUMATRA,-1,100.35,,,SW. SUMATRA
1922,5,27,2,ITALY: N,45.2,12.7,,,ITALY
1922,7,8,,"LHOKNGA, ACEH",5.5,95.2,,,"LHOKNGA, ACEH"
1922,8,25,11,"ALGERIA: BORDJ ABOU EL HASEN, DAHRA",36.3,1.3,5.1,,ALGERIA
1922,9,1,19,TAIWAN,24.5,122,7.6,5,TAIWAN
1922,10,11,14,PERU: CARAVELI,-16,-72.5,7.4,,PERU
1922,10,24,21,RUSSIA: KURIL ISLANDS,47,151.8,7.5,,RUSSIA
1922,11,7,23,CHILE: NORTHERN,-28,-72,,,CHILE
1922,11,11,4,CHILE: ATACAMA,-28.553,-70.755,8.7,500,CHILE
1922,12,6,13,AFGHANISTAN: HINDU KUSH,36.5,70.5,7.5,,AFGHANISTAN
1922,12,7,16,JAPAN: KYUSHU,32.7,130.3,,27,JAPAN
1922,12,25,3,SE. NEW ZEALAND,-43,173,6.3,,SE. NEW ZEALAND
1923,1,22,9,CALIFORNIA: NORTHERN,40.8,-124.5,7.2,,CALIFORNIA
1923,2,3,16,RUSSIA: KAMCHATKA,54,161,8.3,,RUSSIA
1923,2,4,,IRAN: BODZHNURD,37.6,57.3,5.5,,IRAN
1923,2,24,0,ECUADOR,-0.4,-78.3,6.8,,ECUADOR
1923,2,24,7,RUSSIA: KAMCHATKA PENINSULA,55,162.4,7.7,,RUSSIA
1923,3,2,16,PHILIPPINES: MINDANAO ISLAND,6.5,124,7.2,,PHILIPPINES
1923,3,15,,BALKANS NW: CROATIA: PODGORA,43.2,17.1,,,BALKANS NW
1923,3,24,12,CHINA: SICHUAN PROVINCE,31.5,101,7.3,4800,CHINA
1923,4,13,15,RUSSIA: NEAR KAMCHATKA,56.5,162.5,7.2,,RUSSIA
1923,5,4,22,CHILE: VALLENAR,-28.75,-71.75,7,,CHILE
1923,5,9,9,ITALY: CENTRAL,43.7,12,,,ITALY
1923,5,15,,INDONESIA: JAVA: MAOS,-7.7,109.2,,,INDONESIA
1923,5,25,22,IRAN: TURBAT-HAKLARI,35.2,59.2,5.7,2200,IRAN
1923,6,1,17,"KASHIMA, JAPAN",35.4,141.8,,,"KASHIMA, JAPAN"
1923,7,18,2,"PHILIPPINES: BUTUAN, CAMIGUIN ISLAND",9.3,125,5.5,,PHILIPPINES
1923,8,12,12,CHILE: NORTHERN,-18.5,-70.3,,,CHILE
1923,9,1,2,"JAPAN: TOKYO, YOKOHAMA",35.1,139.5,7.9,142807,JAPAN
1923,9,2,2,JAPAN: NEAR S COAST HONSHU,34.9,140.2,7.7,,JAPAN
1923,9,17,7,IRAN: QALEH JAQ KMEN: BODZHNURD,37.2,57.7,6.4,157,IRAN
1923,9,22,20,IRAN: SIRJAN,29.2,56.9,6.9,290,IRAN
1923,10,7,3,INDONESIA: DJAILOLO GILOLO,-1.75,128.75,7.5,,INDONESIA
1923,11,2,21,PAPUA NEW GUINEA: BISMARCK ARCHIPELAGO,-4.653,154.232,7.1,,PAPUA NEW GUINEA
1923,11,4,0,PAPUA NEW GUINEA: BISMARCK ARCHIPELAGO,-4.539,153.107,7.1,,PAPUA NEW GUINEA
1923,12,14,10,COLOMBIA: IPIALES,1,-77.5,5.3,300,COLOMBIA
1923,12,15,18,ITALY: S,41.7,13.5,,,ITALY
1923,12,22,9,"COLOMBIA: GACHALA,GACHETA,UBALA,MEDINA",5.2,-73.2,,7,COLOMBIA
1924,1,15,,JAPAN: SAGAMI,35.5,139.5,,14,JAPAN
1924,3,3,8,ECUADOR,-1.6,-78.6,6.9,40,ECUADOR
1924,3,15,10,RUSSIA: SAKHALIN ISLAND,49.179,142.436,6.8,,RUSSIA
1924,3,16,,ALGERIA: BATNA,35.1,5.2,5.6,,ALGERIA
1924,4,14,16,"PHILIPPINES: E MINDANAO: MATI,SURIGA",6.5,126.5,8.3,,PHILIPPINES
1924,5,6,16,PHILIPPINES: AGNO,16,118,6.5,,PHILIPPINES
1924,5,13,1,TURKEY: ERZURUM,39.7,42.8,5.3,50,TURKEY
1924,6,26,1,AUSTRALIA: MACQUARIE ISLAND,-56,157.5,7.8,,AUSTRALIA
1924,6,30,15,RUSSIA: KURIL ISLANDS,44.737,147.416,7.6,,RUSSIA
1924,7,3,4,CHINA: XINJIANG,36.8,83.8,7.3,100,CHINA
1924,7,24,4,AUSTRALIA: MACQUARIE ISLAND: NORTH OF,-49.5,159,7.5,,AUSTRALIA
1924,8,28,,ICELAND: REYKJAVIK,64.15,-21.95,,,ICELAND
1924,8,30,3,"PHILIPPINES: MINDANAO: SURIGAO,BUTUAN",8.5,126.5,7.3,,PHILIPPINES
1924,9,13,14,TURKEY: ERZURUM,40,42,6.8,60,TURKEY
1924,10,24,2,ITALY: CENTRAL,43.8,13.2,,,ITALY
1924,11,12,,INDONESIA: JAVA,-7.3,109.8,,60,INDONESIA
1924,11,28,8,ITALY: CENTRAL,42.5,12.7,,,ITALY
1924,12,2,,INDONESIA: JAVA: WONOSOBO,-7.3,109.9,,727,INDONESIA
1925,1,8,,INDONESIA: BANDA SEA,-8,115,,,INDONESIA
1925,1,9,17,TURKEY: ARDAHAN,41.2,42.8,5.8,200,TURKEY
1925,2,23,23,ALASKA: GULF OF ALASKA,60,-146,6.8,,ALASKA
1925,3,1,23,ITALY: N,46.1,12.2,,,ITALY
1925,3,16,14,CHINA: YUNNAN PROVINCE: TALIFU,25.7,100.4,7,5000,CHINA
1925,3,20,2,ITALY: CENTRAL,43.2,10.9,,,ITALY
1925,3,22,8,VANUATU ISLANDS,-18.5,168.5,7.6,,VANUATU ISLANDS
1925,5,5,10,"W. LUZON ISLAND, PHILIPPINES",9.3,122.7,6.8,17,"W. LUZON ISLAND, PHILIPPINES"
1925,5,7,4,ITALY: CENTRAL,43.2,10.8,,,ITALY
1925,5,15,11,CHILE: NORTHERN,-26,-71.5,7.1,,CHILE
1925,5,23,2,JAPAN: HONSHU: TAJIMA,35.75,134.75,6.8,395,JAPAN
1925,5,25,3,PHILIPPINES: LUZON: W,12.2,122.1,6.3,,PHILIPPINES
1925,6,28,1,MONTANA: CLARKSTON VALLEY,46.4,-111.24,6.7,,MONTANA
1925,6,29,14,CALIFORNIA: SANTA BARBARA,34.418,-120.196,6.8,13,CALIFORNIA
1925,7,19,5,ITALY: S,40.2,16.1,,,ITALY
1925,8,7,6,TURKEY: DINAR,38,30.5,5.9,3,TURKEY
1925,10,5,1,NICARAGUA: MANAGUA,12.2,-85.2,6.7,,NICARAGUA
1925,10,13,17,NORTH ATLANTIC RIDGE,11,-42,7.5,,NORTH ATLANTIC RIDGE
1925,10,14,17,CHINA: YUNNAN PROVINCE,27,100,5.8,12,CHINA
1925,11,13,12,"PHILIPPINES: SAMAR I, LAOANG I, BATAG I",13,125,7.3,,PHILIPPINES
1925,11,16,11,S. MEXICO,18.5,-107,7,,S. MEXICO
1925,12,4,,ITALY: N,44.2,12.2,,,ITALY
1925,12,14,,IRAN: BAJESTAN,34.6,58.1,5.5,500,IRAN
1925,12,18,5,"IRAN: AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM",28.5,51.2,5.5,2,IRAN
1926,1,25,0,SOLOMON ISLANDS: GUADALCANAL,-10.061,159.215,7.5,,SOLOMON ISLANDS
1926,3,20,9,HAWAII,20.5,-155.5,,,HAWAII
1926,4,12,8,SOLOMON ISLANDS,-10,161,7.5,,SOLOMON ISLANDS
1926,6,19,22,ITALY: S,41.5,13.8,,,ITALY
1926,6,26,19,GREECE: RHODES ISLAND: LOWER EGYPT,36.5,27.5,7.9,,GREECE
1926,6,28,3,INDONESIA: SUMATERA,-0.7,100.6,5.8,,INDONESIA
1926,6,29,12,ITALY: N,44.6,10.7,,,ITALY
1926,6,29,14,JAPAN: RYUKYU ISLANDS,27,127,7.5,,JAPAN
1926,7,5,,INDONESIA: SUMATRA,-0.3,100.4,,,INDONESIA
1926,8,17,1,ITALY: SALINA ISLAND,38.567,14.833,5.3,,ITALY
1926,8,31,10,AZORES: FAYAL ISLAND,38.5,-28,,9,AZORES
1926,9,16,17,SOLOMON ISLANDS,-9.674,159.519,6.9,,SOLOMON ISLANDS
1926,10,3,19,AUSTRALIA: MACQUARIE ISLAND: NORTH OF,-49,161,7.9,,AUSTRALIA
1926,10,12,,"BALKANS NW: MONTENEGRO: BERANE, CRNA GORA",42.6,18.5,,,BALKANS NW
1926,10,22,19,TURKEY: ARMENIA,40.7,43.7,5.7,360,TURKEY
1926,10,26,3,INDONESIA: NEW GUINEA: IRIAN JAYA,-3.5,138.5,7.9,,INDONESIA
1926,11,5,7,"NICARAGUA: MANAGUA,GRANADA,MASAYA,CHINANDEGA",12.3,-85.8,7,,NICARAGUA
1926,11,22,,CHINA: YUNNAN PROVINCE,25.6,100.3,5.5,,CHINA
1926,12,9,22,CHILE: VALLENAR,-28,-71,6,,CHILE
1926,12,13,,"INDONESIA: JAVA: PRUPUK,MARGARSARI,DUBUKTENGAH",-7.1,109,,,INDONESIA
1926,12,17,6,ALBANIA: DURRES,41,19.5,5.8,,ALBANIA
1926,12,18,,MOROCCO: FES (FEZ),34,-4.6,,,MOROCCO
1927,1,1,8,"CALIFORNIA, MEXICO",32.5,-115.5,5.8,,"CALIFORNIA, MEXICO"
1927,3,7,9,JAPAN: HONSHU: SW,35.6,135.1,7.3,3022,JAPAN
1927,3,14,17,CHINA: YUNNAN PROVINCE: XUNDIAN,26,103,6,,CHINA
1927,3,20,,CHINA: YUNNAN PROVINCE: XINPING,24.1,102,5,7,CHINA
1927,4,17,19,ITALY: S,41.5,13.8,,,ITALY
1927,5,15,2,BALKANS NW: SERBIA,44.1,20.5,5.9,,BALKANS NW
1927,5,22,22,CHINA: GANSU PROVINCE,36.75,102,7.6,40912,CHINA
1927,6,20,17,ITALY: N,45,7,,,ITALY
1927,6,26,11,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.4,6,,UKRAINE
1927,7,1,8,GREECE: OETYLOS (LACONIA),36.75,22.75,7.3,,GREECE
1927,7,11,13,ISRAEL: JORDAN: DAMIYA,32,35.5,6.3,268,ISRAEL
1927,8,5,21,"SANRIKU, JAPAN",37.9,142,6.9,,"SANRIKU, JAPAN"
1927,8,14,19,BALKANS NW: SLOVENIA,45.8,14.2,,,BALKANS NW
1927,8,16,1,ITALY: CENTRAL,42.9,13.1,,,ITALY
1927,8,18,19,"KASHIMA, JAPAN",34.2,142,6.9,,"KASHIMA, JAPAN"
1927,8,24,18,TAIWAN,23,120.5,6.8,30,TAIWAN
1927,9,11,22,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.5,6.8,11,UKRAINE
1927,9,24,6,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.3,5.7,,UKRAINE
1927,10,17,23,ITALY: S,41.9,13.5,,,ITALY
1927,10,24,15,ALASKA: SE ALASKA,57.69,-136.07,7.1,,ALASKA
1927,10,30,23,ITALY: N,44.5,9.6,,,ITALY
1927,11,4,13,CALIFORNIA: S: OFF COAST,34.813,-120.774,7.3,,CALIFORNIA
1927,11,15,17,ITALY: N,44.5,9.6,,,ITALY
1927,11,21,23,CHILE: SOUTHERN,-44.6,-73,7.1,,CHILE
1927,11,23,3,ITALY: N,45.8,11.8,,,ITALY
1927,11,24,,CHINA: YUNNAN PROVINCE: FUMIN,25.2,102.5,5.5,,CHINA
1927,12,1,4,INDONESIA: SULAWESI: DONGGALA,-0.7,119.7,6.3,,INDONESIA
1927,12,28,18,RUSSIA: KAMCHATKA,55.663,160.039,7.5,,RUSSIA
1928,1,25,20,ITALY: CENTRAL,42.9,11.6,,,ITALY
1928,2,7,,"FRANCE: CAURO,COTI-CHIAVARI",44.2,9.2,,,FRANCE
1928,2,9,,BRITISH COLUMBIA,49,-125,5.8,,BRITISH COLUMBIA
1928,2,10,4,"MEXICO: OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS",17.8,-97.6,7.7,,MEXICO
1928,3,7,10,"ITALY: SICILY,CALABRIA",38.8,16,6,,ITALY
1928,3,8,18,IRAN: NEHBANDAN,31.6,60,5,4,IRAN
1928,3,9,18,INDIAN OCEAN: S,-2.5,88.5,8.1,,INDIAN OCEAN
